stck_bsop_date,stck_oprc,stck_hgpr,stck_lwpr,stck_clpr,acml_vol,prdy_vrss,prdy_ctrt,prdy_vrss_sign,prdy_vrss_vol_rate,acml_prtt_rate,hts_frgn_ehrt,frgn_ntby_qty,flng_cls_code
2006-08-07,8667.743650732262,8667.743650732262,8457.701397483499,8485.70703125,15051350,-126.0244140625,-1.4634039027203616,-1.0,85.3283588521754,0.0008627169664070511,,,
2006-08-08,8471.703291730184,8639.737076028963,8471.703291730184,8611.7314453125,13598300,126.0244140625,1.4851374623044977,1.0,-9.65395130669342,0.015726904122313812,,,
2006-08-09,8611.733509410511,8723.756059126421,8527.716597123579,8625.736328125,15112800,14.0048828125,0.1626256334331444,1.0,11.137421589463381,0.0173787364340936,,,
2006-08-10,8625.735881331699,8681.7471532884,8527.716155407476,8569.724609375,15694950,-56.01171875,-0.649355795485762,-1.0,3.852032713990794,0.010772328647018936,,,
2006-08-11,8639.738131628397,8709.752216973846,8499.7099609375,8499.7099609375,16574950,-70.0146484375,-0.8169999810834772,-1.0,5.60689903440279,0.0025143189131757726,,,
2006-08-14,8541.720154313016,8555.722974238119,8401.691955061982,8471.7060546875,17105950,-28.00390625,-0.32946896280813265,-1.0,3.2036295735432097,-0.0007886546153504925,,,
2006-08-16,8653.7421875,8709.753463794497,8597.7309112055,8653.7421875,19587150,182.0361328125,2.1487541191514525,1.0,14.504894495774856,0.02068194032763082,,,
2006-08-17,8821.775008491848,9059.82290554639,8807.772191018052,9017.814453125,38826150,364.072265625,4.207107835392754,1.0,98.22255917782832,0.06362313021359345,,,
2006-08-18,9101.831724585556,9311.873995152915,9059.823270472083,9185.8486328125,37509050,168.0341796875,1.863358140278315,1.0,-3.392301322691016,0.08344223839231146,,,
2006-08-21,9241.861979166666,9353.884548611111,9171.847873263889,9199.853515625,17145000,14.0048828125,0.15246150216838839,1.0,-54.29103109782839,0.08509407070409125,,,
2006-08-22,9073.824384973404,9213.8525390625,9073.824384973404,9213.8525390625,19445000,13.9990234375,0.15216572104896908,1.0,13.414989792942556,0.08674521192083784,,,
2006-08-23,9157.841866413506,9213.85313165151,9017.8137033185,9045.8193359375,14711500,-168.033203125,-1.8237018924778359,-1.0,-24.343018770892254,0.06692621892462536,,,
2006-08-24,8947.800444980836,8975.806080176395,8835.777904198603,8905.7919921875,17782500,-140.02734375,-1.5479785583788486,-1.0,20.874825816538078,0.050410429821949876,,,
2006-08-25,8989.808070699497,9115.833417485004,8947.799621770995,9045.8193359375,15981600,140.02734375,1.5723176992325616,1.0,-10.127372416701819,0.06692621892462514,,,
2006-08-28,9101.82927014483,9129.834898668352,9003.8095703125,9003.8095703125,10722200,-42.009765625,-0.46441084068640226,-1.0,-32.90909545977875,0.06197129790181366,,,
2006-08-29,9129.837692052351,9255.863058967185,9101.832054960167,9227.857421875,15312250,224.0478515625,2.4883672829024928,1.0,42.80884519967918,0.0883970442326174,,,
2006-08-30,9241.860776479007,9255.863595837309,9087.829763537691,9171.8466796875,13979500,-56.0107421875,-0.606974508023117,-1.0,-8.70381557249914,0.08179075162804827,,,
2006-08-31,9157.842322716346,9269.864858774039,9101.8310546875,9101.8310546875,20178950,-70.015625,-0.7633754405757864,-1.0,44.34672198576488,0.07353262671169958,,,
2006-09-01,9129.837026225114,9199.85111384954,9087.828573650459,9143.83984375,8951400,42.0087890625,0.4615421755259419,1.0,-55.639911888378734,0.07848743255200552,,,
2006-09-04,9269.863800698138,9269.863800698138,9171.844092835772,9213.8525390625,8986350,70.0126953125,0.7656815572984366,1.0,0.39044171861384314,0.08674521192083762,,,
2006-09-05,9185.84690824468,9241.85816988032,9129.835646609043,9213.8525390625,7216450,0.0,0.0,0.0,-19.69542695310109,0.08674521192083762,,,
2006-09-06,9213.850114081613,9213.850114081613,9115.830432016915,9157.8388671875,7866200,-56.013671875,-0.6079288944285555,-1.0,9.003734523207395,0.08013857376875211,,,
2006-09-07,9045.82259064426,9115.836697382992,9003.81412660102,9087.8310546875,10126650,-70.0078125,-0.7644577887348292,-1.0,28.736238590424847,0.07188137031244768,,,
2006-09-08,9017.817704308345,9101.834639441653,9017.817704308345,9059.826171875,7533050,-28.0048828125,-0.30815804831731963,-1.0,-25.611628722232915,0.06857828160141599,,,
2006-09-11,9059.822985763069,9087.828620958628,8863.783539394162,8905.7919921875,18312850,-154.0341796875,-1.7001891290770899,-1.0,143.1000723478538,0.050410429821949876,,,
2006-09-12,8933.800132268592,8989.811418364321,8807.774738553206,8849.783203125,17687250,-56.0087890625,-0.6289029556454162,-1.0,-3.416180441602479,0.04380436758239181,,,
2006-09-13,8961.805880062304,9031.819988500292,8919.797414999513,8989.8115234375,24360250,140.0283203125,1.5822796683093276,1.0,37.7277417348655,0.06032027186757283,,,
2006-09-14,8989.81002802958,9171.8466796875,8975.807208671278,9171.8466796875,31021950,182.03515625,2.024905147070255,1.0,27.346599480711408,0.08179075162804872,,,
2006-09-15,9143.840178699027,9213.854268888148,9115.83454262338,9185.8486328125,11988600,14.001953125,0.15266231124435592,1.0,-61.354460309555,0.08344223839231169,,,
2006-09-18,9199.85139707931,9507.913392110884,9199.85139707931,9423.896484375,26352850,238.0478515625,2.591462815010659,1.0,119.81590844635738,0.11151924112236755,,,
2006-09-19,9423.900284540086,9493.914402553013,9395.894637334915,9409.8974609375,12795650,-13.9990234375,-0.14854814524661863,-1.0,-51.44491013305961,0.10986809990562096,,,
2006-09-20,9283.864726328242,9367.88160167963,9227.853476093984,9339.8759765625,14816350,-70.021484375,-0.7441259021755964,-1.0,15.792085591587757,0.10160928389423907,,,
2006-09-21,9437.90037593985,9479.908834586466,9297.872180451128,9311.875,13060450,-28.0009765625,-0.2998003039094477,-1.0,-11.851096930080619,0.09830665591322951,,,
2006-09-22,9213.850114081613,9255.858549252198,9129.833243740444,9157.8388671875,11768200,-154.0361328125,-1.6541902980065748,-1.0,-9.894375768063124,0.08013857376875233,,,
2006-09-25,9101.831391175345,9213.853931374426,9073.825756125574,9143.83984375,12493150,-13.9990234375,-0.1528638321827036,-1.0,6.160245407114084,0.07848743255200574,,,
2006-09-26,9157.844398041474,9213.85567876344,9045.821836597543,9115.8359375,12855500,-28.00390625,-0.3062598069140665,-1.0,2.900389413398541,0.07518445902347959,,,
2006-09-27,9171.84562211303,9283.8681640625,9171.84562211303,9283.8681640625,15073400,168.0322265625,1.8433002493085882,1.0,17.252537824277535,0.09500333683718654,,,
2006-09-28,9269.865901010478,9409.894086826347,9241.860263847306,9353.8828125,17199900,70.0146484375,0.7541538419139071,1.0,14.107633314315283,0.1032613465710297,,,
2006-09-29,9367.888135059771,9409.896602033134,9255.865556464138,9297.8740234375,10884050,-56.0087890625,-0.598775825881126,-1.0,-36.72027162948622,0.09665528433147186,,,
2006-10-02,9227.858082706767,9367.886278195489,9227.858082706767,9311.875,13336800,14.0009765625,0.1505825581977982,1.0,22.535269499864484,0.09830665591322951,,,
2006-10-04,9227.858164846162,9241.860984519677,9059.824328763985,9073.8271484375,19646300,-238.0478515625,-2.5563901100745023,-1.0,47.30894967308499,0.07022965318317365,,,
2006-10-09,9129.835955954724,9199.850035371555,8751.759927103838,8891.7880859375,28756900,-182.0390625,-2.006199363532579,-1.0,46.37310842245104,0.04875871269267584,,,
2006-10-10,8989.8115234375,9101.834096938279,8961.805880062304,8989.8115234375,9863750,98.0234375,1.102404112115818,1.0,-65.69953645907592,0.06032027186757283,,,
2006-10-11,8891.786827527789,9017.812152642357,8863.781199724552,8975.8037109375,10532750,-14.0078125,-0.15581875619393726,-1.0,6.7824103408946845,0.05866809400827666,,,
2006-10-12,8905.792326877934,9031.817689994132,8877.786690629891,8947.80078125,17850550,-28.0029296875,-0.31198242062019377,-1.0,69.47663240844034,0.05536523566225604,,,
2006-10-13,9031.817270598798,9073.825723020187,8989.808818177407,9017.814453125,13492650,70.013671875,0.782467933592268,1.0,-24.41325337314536,0.06362313021359367,,,
2006-10-16,9129.836688701924,9213.853590745193,9045.819786658654,9101.8310546875,16781050,84.0166015625,0.9316736555095684,1.0,24.37178760288008,0.07353262671170002,,,
2006-10-17,9101.834639441653,9115.83746196387,8989.81205926391,9059.826171875,9174650,-42.0048828125,-0.46149925833733896,-1.0,-45.32731861236336,0.06857828160141621,,,
2006-10-18,8975.808701749902,9017.817166812694,8905.794593311915,8989.8115234375,16155300,-70.0146484375,-0.7728034413601814,-1.0,76.08628122053702,0.06032027186757305,,,
2006-10-19,9031.817350567511,9073.825803360849,8849.780721796384,8905.7919921875,16716600,-84.01953125,-0.9346083733897115,-1.0,3.474401589571219,0.0504104298219501,,,
2006-10-20,8891.791667696796,8933.800132268592,8807.774738553206,8849.783203125,23209700,-56.0087890625,-0.6289029556454162,-1.0,38.84222868286613,0.043804367582392034,,,
2006-10-23,8835.7776453125,8835.7776453125,8681.746656250001,8751.7607421875,21650650,-98.0224609375,-1.1076255619785869,-1.0,-6.717234604497257,0.03224292359000058,,,
2006-10-24,8821.772110496411,8863.780549117822,8723.752420379784,8779.763671875,18173600,28.0029296875,0.31996909550455754,1.0,-16.059794971513554,0.035545781936021204,,,
2006-10-25,8737.757925,8835.7776453125,8695.7494734375,8751.7607421875,17740950,-28.0029296875,-0.3189485586862051,-1.0,-2.380651054276528,0.03224292359000036,,,
2006-10-26,8779.768772046404,8877.788519102742,8751.763130030306,8807.7744140625,16658100,56.013671875,0.6400274587602617,1.0,-6.1036753950605815,0.03884956174208609,,,
2006-10-27,8807.771440272178,8807.771440272178,8625.734828629033,8681.74609375,22082550,-126.0283203125,-1.4308758874578276,-1.0,32.563437606929966,0.023984913856157197,,,
2006-10-30,8639.738359823994,8667.743994701867,8499.710185434626,8527.7158203125,20122000,-154.0302734375,-1.7741854204695873,-1.0,-8.878277191719253,0.005817522806713216,,,
2006-10-31,8499.707497954172,8625.732815057283,8443.696245908346,8555.71875,24140400,28.0029296875,0.3283755026263657,1.0,19.970181890468155,0.009120381152733836,,,
2006-11-01,8653.739891387197,8681.74552210366,8583.725814596037,8611.7314453125,13952400,56.0126953125,0.6546813534806795,1.0,-42.20311179599344,0.015726904122314034,,,
2006-11-02,8597.73046875,8667.744560515064,8555.72201369096,8597.73046875,13024450,-14.0009765625,-0.16258027379756346,-1.0,-6.6508270978469675,0.01407553254055638,,,
2006-11-03,8639.73562806874,8681.744067103109,8527.713123977086,8555.71875,14012550,-42.01171875,-0.4886373084466822,-1.0,7.586500773545146,0.009120381152733836,,,
2006-11-06,8527.717334387913,8541.720154313016,8387.68913513688,8471.7060546875,17439800,-84.0126953125,-0.9819478382514624,-1.0,24.458431905684552,-0.0007886546153503815,,,
2006-11-07,8611.73272494612,8611.73272494612,8471.704550556753,8527.7158203125,17791800,56.009765625,0.6611391526504695,1.0,2.0183717703184723,0.005817522806712994,,,
2006-11-08,8611.7314453125,8695.748337461891,8611.7314453125,8611.7314453125,13618400,84.015625,0.985206669292138,1.0,-23.456873391112765,0.015726904122313812,,,
2006-11-09,8681.747319482964,8835.7783203125,8653.741682968503,8835.7783203125,28261650,224.046875,2.6016472578455963,1.0,107.52548023262642,0.042152535270612024,,,
2006-11-10,8793.771593054451,8849.782877086645,8765.765951038355,8807.7744140625,13480750,-28.00390625,-0.3169376282972425,-1.0,-52.30020186365623,0.03884956174208587,,,
2006-11-13,8905.791467285157,8961.802734375,8863.783016967773,8961.802734375,16464950,154.0283203125,1.7487768540776605,1.0,22.136750551712623,0.057016722426518784,,,
2006-11-14,9073.828994397218,9101.834639441653,9017.817704308345,9059.826171875,18685300,98.0234375,1.0937915105407203,1.0,13.485312740093347,0.06857828160141577,,,
2006-11-15,9171.842612643977,9269.8623046875,9143.836986345827,9269.8623046875,29861150,210.0361328125,2.3183240917417303,1.0,59.81092088433153,0.09335138934290121,,,
2006-11-16,9465.907118055557,9465.907118055557,9199.853515625,9199.853515625,19037300,-70.0087890625,-0.7552300860725669,-1.0,-36.24726442216727,0.08509407070409125,,,
2006-11-17,9213.856336805557,9213.856336805557,9143.842230902777,9199.853515625,9296700,0.0,0.0,0.0,-51.165869109590126,0.08509407070409125,,,
2006-11-20,9185.847200920245,9185.847200920245,9059.821858224694,9129.8359375,14429300,-70.017578125,-0.7610727497571856,-1.0,55.20883754450503,0.07683571542273149,,,
2006-11-21,9143.839505709135,9185.84795673077,9073.825420673076,9101.8310546875,10533050,-28.0048828125,-0.30674026350760997,-1.0,-27.002349386318116,0.0735326267116998,,,
2006-11-22,9059.82275094697,9241.859375,9059.82275094697,9241.859375,12154500,140.0283203125,1.5384631891226297,1.0,15.393926735371055,0.0900485309968806,,,
2006-11-23,9283.864172699256,9311.869796146311,9115.830432016915,9157.8388671875,12492450,-84.0205078125,-0.9091299099376338,-1.0,2.7804516845612692,0.08013857376875211,,,
2006-11-24,9157.841569210123,9185.847200920245,9045.819042369632,9129.8359375,9120950,-28.0029296875,-0.3057809827582192,-1.0,-26.988300933764,0.07683571542273149,,,
2006-11-27,9059.825631875487,9101.834096938279,8947.803058374708,8989.8115234375,16110750,-140.0244140625,-1.5337013175380498,-1.0,76.63456109286861,0.06032027186757283,,,
2006-11-28,8835.780489422887,8919.797419591727,8821.777667728082,8863.7861328125,15936500,-126.025390625,-1.40186910811686,-1.0,-1.0815759663578617,0.045455969529160534,,,
2006-11-29,8793.76986554081,8919.795229855885,8793.76986554081,8835.7783203125,16956850,-28.0078125,-0.31598023779385587,-1.0,6.4025978100586745,0.042152535270612246,,,
2006-11-30,8905.791467285157,9017.814001464843,8891.788650512695,8961.802734375,15937700,126.0244140625,1.4262966938949129,1.0,-6.010255442490797,0.057016722426519006,,,
2006-12-01,8961.802734375,9031.816818237305,8947.799917602539,8961.802734375,8220950,0.0,0.0,0.0,-48.418215928270705,0.057016722426519006,,,
2006-12-04,9003.809338740737,9045.817780445594,8919.792455331026,8975.8037109375,9770000,14.0009765625,0.1562294660737873,1.0,18.842712825160103,0.05866809400827666,,,
2006-12-05,9073.824047315831,9115.83249197933,8933.7958984375,8933.7958984375,17541350,-42.0078125,-0.4680117107375148,-1.0,79.54298874104401,0.05371340335047625,,,
2006-12-06,8933.796533587598,8961.802165354331,8807.771190637302,8891.7880859375,13141050,-42.0078125,-0.47021235964599395,-1.0,-25.08529845194355,0.04875871269267584,,,
2006-12-07,8807.777030189198,8891.793981192592,8751.765729520268,8765.7685546875,14568100,-126.01953125,-1.4172574743352429,-1.0,10.85948230925231,0.03389510144929675,,,
2006-12-08,8639.738699320875,8653.741517310049,8513.7133374183,8569.724609375,25506450,-196.0439453125,-2.236471840311882,-1.0,75.08425944357877,0.010772328647019158,,,
2006-12-11,8541.71807093336,8569.723703952814,8429.695538855547,8457.701171875,22559950,-112.0234375,-1.3071999697335634,-1.0,-11.551979989375239,-0.002440486927129948,,,
2006-12-12,8485.70634765625,8541.717610677084,8387.686637369792,8401.689453125,16336200,-56.01171875,-0.662257008278555,-1.0,-27.587605468983757,-0.0090468947142045,,,
2006-12-13,8401.691955061982,8527.717334387913,8401.691955061982,8471.7060546875,17044900,70.0166015625,0.8333633604662438,1.0,4.338218190276799,-0.0007886546153501595,,,
2006-12-14,8443.696475453711,8597.72742276713,8401.688035277324,8583.724609375,43086900,112.0185546875,1.3222667779593023,1.0,152.78470392903446,0.01242358504627128,,,
2006-12-15,8597.729907507184,8611.73272494612,8499.710185434626,8527.7158203125,22955950,-56.0087890625,-0.6524998367413604,-1.0,-46.721741410962494,0.005817522806713438,,,
2006-12-18,8541.7177734375,8611.731853547642,8513.712141393442,8541.7177734375,20216550,14.001953125,0.16419347712839372,1.0,-11.933289626436716,0.007469009570976404,,,
2006-12-19,8541.718637751437,8597.729907507184,8513.713002873563,8527.7158203125,14096450,-14.001953125,-0.16392432408083302,-1.0,-30.272722101446593,0.005817522806713216,,,
2006-12-20,8527.717670558144,8681.748695806322,8527.717670558144,8639.740234375,20860850,112.0244140625,1.3136508817011006,1.0,47.98654980509278,0.019030453563367855,,,
2006-12-21,8667.745875329214,8681.748695806322,8583.728952466572,8639.740234375,16119000,0.0,0.0,0.0,-22.730857083963496,0.019030453563367855,,,
2006-12-22,8569.721563011455,8597.727189034369,8513.71031096563,8555.71875,17192100,-84.021484375,-0.9725001226391417,-1.0,6.657360878466401,0.009120381152733836,,,
2006-12-26,8527.715595075679,8555.72122921386,8429.695875592051,8499.7099609375,15325400,-56.0087890625,-0.6546356968840317,-1.0,-10.857894032724335,0.0025143189131757726,,,
2006-12-27,8626.783260382737,8669.140625,8527.94940960912,8669.140625,9427500,169.4306640625,1.9933699484001144,1.0,-38.484476751014654,0.022498138074799057,,,
2006-12-28,8697.375904873572,8739.733255059644,8612.661204501426,8655.0185546875,10913300,-14.1220703125,-0.1629004641103049,-1.0,15.760275788915411,0.02083248386235592,,,
2007-01-02,8753.859449880192,8852.693346894968,8697.38293730032,8838.57421875,17607300,183.5556640625,2.1208003530285513,1.0,61.338000421504034,0.04248230278393894,,,
2007-01-03,8852.689205008144,8866.808326547232,8626.783260382737,8669.140625,19676500,-169.43359375,-1.9169787972201036,-1.0,11.751943796039143,0.022498138074799057,,,
2007-01-04,8626.782121815699,8640.901241491338,8513.829164410583,8556.1865234375,18258900,-112.9541015625,-1.3029446221781593,-1.0,-7.204533326557061,0.00917555357288169,,,
2007-01-05,8584.424527310925,8598.543646599264,8400.8759765625,8400.8759765625,28400400,-155.310546875,-1.8151842114424,-1.0,55.54277639945451,-0.009142841741309748,,,
2007-01-08,8358.520360659246,8386.758605120933,8174.971771658284,8245.5673828125,33081550,-155.30859375,-1.848719040529745,-1.0,16.482690384642474,-0.02746100669049012,,,
2007-01-09,8287.92576458511,8386.759632305888,8217.330144784557,8273.806640625,20109850,28.2392578125,0.3424780430678842,1.0,-39.211282421772864,-0.024130274178131628,,,
2007-01-10,8217.327060580667,8245.565297902249,8118.493229955126,8160.8505859375,25756300,-112.9560546875,-1.3652247338350576,-1.0,28.07803141246703,-0.03745308904506017,,,
2007-01-11,8174.969813665844,8302.041883308319,8160.8506948166805,8231.4462890625,29839350,70.595703125,0.8650532488200247,1.0,15.852626347728528,-0.02912654572042772,,,
2007-01-12,8330.28060862727,8556.1865234375,8259.685010249072,8556.1865234375,40346050,324.740234375,3.94511757680418,1.0,35.210887636627476,0.00917555357288169,,,
2007-01-15,8640.900390625,8683.257745481005,8570.304799198326,8640.900390625,33675300,84.7138671875,0.9900890654434447,1.0,-16.533836645718726,0.019167290379935142,,,
2007-01-16,8683.256788144881,8683.256788144881,8626.780321230117,8655.0185546875,15522550,14.1181640625,0.16338764971550734,1.0,-53.90523618200878,0.020832483862356144,,,
2007-01-17,8612.659948608803,8612.659948608803,8429.111457900748,8499.70703125,23396700,-155.3115234375,-1.7944678276095027,-1.0,50.72716789445033,0.0025139733656591723,,,
2007-01-18,8457.35538654777,8457.35538654777,8316.16414470223,8386.759765625,21762950,-112.947265625,-1.328837161207308,-1.0,-6.982822363837638,-0.010807804858719683,,,
2007-01-19,8302.045853365385,8302.045853365385,8174.973722956732,8259.6884765625,32068050,-127.0712890625,-1.515141635311057,-1.0,47.35157687721563,-0.02579546766055263,,,
2007-01-22,8259.68566584708,8372.63863221764,8231.447424254442,8344.400390625,21204000,84.7119140625,1.0256066473073089,1.0,-33.87811232675514,-0.015803961218510132,,,
2007-01-23,8344.40239307134,8471.474510732323,8302.045020517677,8386.759765625,21732900,42.359375,0.5076383324988942,1.0,2.49434069043577,-0.010807804858719572,,,
2007-01-24,8471.4688019103,8527.9452605897,8457.349687240448,8499.70703125,14238300,112.947265625,1.3467330504438602,1.0,-34.4850434134423,0.0025139733656591723,,,
2007-01-25,8556.186460276742,8584.42469941957,8499.709981991087,8513.8291015625,11798550,14.1220703125,0.16614773027563423,1.0,-17.135121468152803,0.004179627578102307,,,
2007-01-26,8471.473413584183,8471.473413584183,8287.924822956526,8302.0439453125,37403750,-211.78515625,-2.4875429577407404,-1.0,217.01988803708932,-0.02079977203078398,,,
